N,s_gap,s_gap0,s_rms,sky,s_tempel,m_gap,m_rms
5,214.21184142684504,214.32851655223064,204.27939060695786,0.20121487491768794,203.988588,17698060473455.266,16107814985178.621
7,224.93240029501132,225.0435173527005,193.42087795064268,0.1409341671209094,193.47361,13697697226131.703,10154774457474.5
5,142.08510921000735,142.26095128045404,127.3813992349578,0.14414078153749182,127.340269,5633298482979.422,4536223145891.913
5,259.9439834247783,260.04014020674083,218.4145986580887,0.12017921466266994,218.406924,15582570262898.762,11033872083578.057
5,141.42681618306543,141.60347571891933,127.91724650307665,0.3657887642940487,127.949054,14051632154288.291,11514983956366.305
5,129.58102652281278,129.77381259216324,110.41518633572417,0.11216125070951471,110.494587,3659499249674.5947,2664331315227.642
5,451.27143719302086,451.3268328232375,387.80063199604143,0.3815443040357262,387.513704,146181990720003.03,108244283786602.73
7,406.17618144830027,406.23772643111636,359.24927654131153,0.3333220346820824,359.121056,103776846642687.83,81360265562626.48
7,644.3768420617531,644.4156380671387,577.261586147207,0.5146565416879476,576.713917,398623662398806.2,320511052355084.1
7,318.39421369564525,318.47272303113846,297.93555442296906,0.09935586669612984,280.334197,19292242944286.285,16911621645723.305
18,278.6457234417804,278.73542866380143,281.8703537203533,0.16515394467564878,281.664919,24510356664727.867,25075944527103.94
6,440.494923749055,440.55167443636594,389.74300359891845,0.22845995528594004,389.721584,83817080878861.22,65757499428050.016
7,267.34080812470063,267.4343053700628,234.91103955210048,0.1691410831649519,234.681894,23118348847733.668,17889358058619.625
6,464.3827623509745,464.4365941317734,407.58459004558557,0.3922679603116,407.168119,159030766649746.28,122791579882703.7
5,718.9206432943622,718.9554168060629,590.1149688282115,0.19405730027594922,589.56272,188270386815665.44,127295487848205.31
5,180.42091166125456,180.55942336161306,146.80491664350944,0.1799750043134391,146.752674,11273027622586.604,7490083230828.494
6,766.4524882117644,766.4851053256057,659.6234789194624,0.3517166871861643,659.500948,385526324306491.6,286265657073453.9
5,207.3589934357085,207.47952226345183,177.32460842007993,0.1865311429969653,177.12816,15391922493469.365,11285990529167.008
8,206.05358543415792,206.1748773984644,182.97886417574867,0.2588207644369278,182.702359,21032662175007.246,16619296467614.742
5,366.7457428817564,366.81390366491206,293.88025347284383,0.24245540491882783,293.71711,61826976046570.766,39854414544808.195
6,376.6477625327078,376.7141316978898,327.56315016565355,0.3952620992439934,327.22687,105800591380996.5,80220750226333.12
5,319.09538421204235,319.1737210758914,261.0248415636308,0.0785020759546,260.997778,15340178577350.662,10300036116644.871
6,183.96183332137247,184.09768091684487,169.92112326007643,0.21484045115311026,169.762294,13964564154987.285,11930325122097.682
6,186.03799590974114,186.1723285617733,159.56805232726802,0.18229135807101482,159.634594,12132426424804.2,8949109669059.857
16,339.42452501002606,339.49817109710887,323.3095297882215,0.2806263628577513,323.187729,61300471227481.56,55665428867974.37
6,337.4251305730287,337.49921295052746,279.9978160524685,0.4664802409370509,279.82912,100260574628744.45,69266101014265.55
5,398.2232195338887,398.2859934468393,323.78145164883506,0.5976955821696791,323.630772,178008719065020.62,118109865300975.8
12,371.0844680930964,371.15183208484405,348.7723520240077,0.2586292744164168,348.414201,67468767573749.69,59664341784518.336
8,249.1880762268442,249.2883818665353,217.68552485569717,0.1493478706737443,217.480886,17775264002564.047,13596055041484.354
8,178.88903137383386,179.02872826970682,157.79786973243756,0.2902272169962197,157.824922,17801744158345.133,13880927932158.605
5,517.1539866057547,517.2023258476561,451.74453118356365,0.3189897654596963,451.295598,160372538988879.7,122663926266431.97
15,407.36301027084454,407.42437597292115,382.7737017138154,0.3634862017809215,383.857201,113736731318529.45,100531845688207.62
7,893.2299633421355,893.2579512168883,782.0741542855053,0.44880018423767665,781.681296,665146878581876.0,510965670265298.2
7,344.98988939259664,345.0623476751934,297.2495151930593,0.3097135976417839,297.018309,69810544503483.81,51962191564795.14
5,392.76971179786415,392.833357170413,334.37841995749244,0.3425224798271183,334.033116,99753225035890.05,72504933219445.05
5,309.8498460975601,309.9305198374011,260.47519089818206,0.2852677526260805,260.550318,52004033796655.23,36862806740335.93
6,185.35334686940354,185.48817535274165,162.54590550460202,0.3264296075821942,162.709582,21460951457290.125,16541340132047.578
5,109.0358500784328,109.26489190186605,87.97832840175165,0.09064502711518116,87.959238,2104079159351.953,1374998270944.3193
5,268.9693772295911,269.06230855932625,218.6392291150243,0.2698746366921922,218.382447,37182418785687.43,24657638544481.85
6,461.79814015521356,461.8522731900475,414.6307430409515,0.37030269731147064,414.539642,148549801964916.6,119983233629967.55
6,440.0325761796591,440.08938648791275,425.8813588275869,0.3153679034944456,425.558411,115130184502731.5,107907072378842.72
5,326.7936763218322,326.870168238,318.17819461205323,0.38069212914598083,318.014744,76929810104785.42,72961292751748.53
6,255.52745483288996,255.62527295511023,216.73301436725566,0.24267225627591626,250.838875,30231266109785.07,21810605559276.996
5,160.65840317977992,160.81393755603625,133.71160078808043,0.21819232048675316,133.59023,10840469410312.229,7532675402521.659
7,195.9067604522646,196.03433064364256,181.09875692502908,0.2341077281667936,180.884862,17226353274454.068,14740173178298.102
5,263.3839730183423,263.47887437691634,220.33753514307594,0.2282811714911409,220.208858,30214261595140.098,21210456777419.047
7,596.7869183131824,596.8288078417,543.1140567932191,0.4343347667973535,542.633792,289340548813082.4,240002810655679.8
8,383.63673547452913,383.7018957544435,355.97895005186723,0.44685812450650875,356.112595,123915220483143.88,106834728791649.56
5,145.82830346491457,145.99963729905363,122.15039255809306,0.17591636673608552,122.030457,7226364599462.995,5085850884932.5205
5,345.34864382227033,345.42102684967125,277.8566347647178,0.5369469353687356,277.668733,120688159770312.67,78428145972890.66
5,328.34661453078365,328.42274475716056,277.6485557476399,0.22080086895454384,277.471774,45256577042282.4,32455067839122.83
8,283.201360156071,283.2896228142652,260.6873812807236,0.3802738604509524,260.99923,57857358215357.19,49095257870061.555
11,255.79376413082522,255.8914804525861,236.19016162107275,0.15462873060604354,236.063153,19378157824102.848,16544066515440.553
5,416.0824115799241,416.14249149319676,357.3438402657288,0.31078202225892887,406.234085,101556231826601.61,75109411349192.6
9,608.2771101691051,608.3182084696115,547.9983261516279,0.3738067920322516,547.384844,258934806166782.66,210513520063058.44
5,268.3884173047535,268.48154972614134,220.5792188108157,0.30522640035002924,220.517901,41828079447923.945,28350186521563.973
6,419.8531699145352,419.9127103188037,388.6109596000198,0.2602016163483931,388.215759,86698933500005.38,74377864465267.84
5,211.73371100862778,211.85175094269366,176.09928174928834,0.18283695929598748,175.986259,15727508336189.924,10913290773846.223
7,257.73847396018255,257.83545326297485,221.8639646935733,0.22467063969817547,221.784675,28489893890314.77,21165611392369.36
5,492.99022469480883,493.04093303156696,399.64795025585505,0.255434285595502,399.377816,117029117159408.72,77195950324893.84
7,237.81570028396814,237.9208004810722,208.73732898500816,0.49852606814299893,208.849883,53522942893141.305,41328771248614.086
7,193.31916959171343,193.44844618561729,164.75728966732714,0.14801266416261186,164.532643,10649209243795.766,7756185624846.617
19,351.55332589676544,351.6244316725977,345.2934839144206,0.32554207004011654,344.94127,76138255783912.31,73474166033099.72
6,208.91760987116965,209.0372400178548,177.21655861852284,0.414982797829949,177.008866,34517167491236.37,24907705796653.348
5,259.29375902662156,259.39015684901324,217.29507652990875,0.28943027718539943,427.180861,37060440603506.805,26107221773524.273
6,405.6521340951181,405.7137585736077,339.84910242444835,0.24834052761628006,469.37357,77323041803859.92,54440926450574.93
5,359.24755756678155,359.31714072348126,288.0070401528025,0.3889519380456238,287.756877,94807754757466.64,61172901142138.71
5,525.0159314858721,525.0635469293007,428.94684246389176,0.3349647250160753,428.820078,173441550508891.25,116190932693136.1
5,132.45842897981603,132.64703316622263,117.793617556662,0.17084906395345226,117.887361,5801477308826.253,4597288328106.352
8,254.80710127086684,254.9051958239804,224.80817131227246,0.211424735312341,224.805524,26222798918199.57,20455959360539.39
5,246.03713044707703,246.13872015315266,200.6324506913556,0.09553660011192386,200.461293,11129455473885.994,7426732667452.502
7,253.72585861084633,253.82437102810118,249.2133188929036,0.6617739616265493,249.24315,80581092072090.45,77764965186137.2
6,358.7392159761653,358.80889771463836,323.3838047513733,0.2833577979045044,323.207671,69068826037412.16,56228058294022.625
5,112.14813834399943,112.37083667048509,90.93058680919671,0.1230329386061372,90.624982,3011823543822.587,1987177949127.6748
10,389.6369641708679,389.70112117915465,357.17268288503175,0.32247088806150176,356.955472,92484268211123.38,77835069416705.1
5,159.96354137051955,160.11975071114094,129.97218176086645,0.14401000919072587,129.76254,7119044977441.521,4716755744579.55
7,553.7532142708498,553.7983588954536,497.6948421846431,0.2780756856903645,497.563063,160291686216317.38,129725619623027.86
6,282.1515435404668,282.24013449945056,247.76361055072283,0.2560722487712111,247.965201,38809056202540.32,29993597479701.863
6,287.3661330899166,287.45311695483787,246.86889155229787,0.4798611713234328,246.597561,74999487747436.31,55498339614158.83
5,288.396450719585,288.4831239217539,277.2454306121346,0.2114190240772559,318.63987,33519015665496.496,30998372103848.227
6,81.06073272239657,81.36855897391703,77.6399539192809,0.05667190331784288,77.592774,733616695457.8098,673483532889.324
6,246.73022916691875,246.83153361100412,215.78294600187434,0.19456871580958382,215.596061,22655385665000.477,17368231834430.395
5,141.50498360967788,141.68154568035743,121.60706445254614,0.18173705701185122,121.514652,7031069906741.572,5206425326705.363
6,306.3457024007626,306.4272986850496,257.72146235804007,0.21687595146869348,257.543932,38747773089172.76,27506272028888.684
6,691.5344562106334,691.5706067543186,579.1790340598614,0.3887850695048672,579.061336,347231068093278.1,244276835307763.78
13,622.6149770785429,622.655129010044,570.815586744239,0.23872571703317924,570.513041,173835560581979.53,146338936360438.94
7,205.83888435237265,205.96030275620942,177.94242912510848,0.1721627436038355,177.812418,14009991532820.414,10495939790511.229
7,469.7086849943478,469.76190645806884,405.7781886454279,0.37895475234910336,405.855608,157193936691162.12,117620542573554.19
8,445.3043268057073,445.36046464845106,413.34868087009943,0.7227624989043544,413.062214,268240545487598.5,231402352555814.25
5,282.24990121558375,282.3384613123171,245.0638273300688,0.3029942951447488,245.104946,45884391240081.51,34676098879915.848
5,384.6032613843816,384.668257941181,340.77683225169653,0.11565620080279389,340.536943,32618688547248.05,25662035939080.04
21,477.25273166586004,477.3051119383967,543.7722528383928,0.4077342698975031,543.810155,174445884057649.8,225961628036210.72
8,203.7605780186687,203.88323411821278,206.96399083575392,0.23579933626585264,206.741278,18756260995975.84,19345537463924.863
6,212.8614209340104,212.97883585475333,177.18646289518742,0.1951723997585158,177.100007,16957017007101.166,11786008397971.008
25,307.10241669488494,307.18381197556414,292.14906212832926,0.2907668872900164,291.774297,52070088513861.336,47164061604011.11
10,273.5261981313645,273.6175817892528,245.63687469445856,0.2237067557015081,245.504371,31917714789398.047,25788711360349.445
15,270.0124998545067,270.1050722916546,252.89453770281486,0.22757421645037507,252.63766,31643077358984.84,27789599206870.617
5,386.51991707484495,386.58459138401395,316.52518870435256,0.2273594792670992,316.253422,64374999066627.62,43322465725825.016
7,304.0369811148651,304.11919683808327,269.19371914486806,0.4113043807688823,268.925343,71985640508294.55,56552579686230.28
7,261.93539065112685,262.03081665246634,237.72700292638748,0.25789578607192526,237.652502,33726889983738.58,27827642851966.098
5,327.95833374223423,328.03455408079,277.96908625056244,0.18986269322652363,277.744989,38875512065731.61,28008076703646.254
8,339.52462118091455,339.59824556090325,317.6800597269432,0.231769813510383,317.301441,50742935276829.32,44475361893738.234
5,270.7522713956881,270.84459098517056,232.45084413238467,0.17037338604019564,232.363632,23878156656276.71,17646293932767.77
7,438.0269062362217,438.0839766378996,393.88452175440136,0.4499409884793887,425.914833,162265079321515.28,131455417742444.22
6,350.5389910782029,350.6103025670016,293.0779577424867,0.2775408330989143,292.904668,64631560670523.84,45321423396144.49
6,163.28124076667132,163.43427910418208,136.51338440542065,0.15498189765877704,136.250901,7974581140928.418,5591630359556.985
27,414.83750661492127,414.8977667986233,423.9032544141452,0.3726619755211948,423.309063,120860206300214.02,126151764065117.16
5,781.820541066771,781.8525170605634,643.9649872579295,0.15573824048652535,591.457575,178772552498651.34,121703983960209.72
5,441.35146488735523,441.4081054514227,364.5155207493491,0.24754251574214722,364.251409,91103414870896.75,62354115925950.305
6,269.76899486612695,269.86165083442376,232.88953603805427,0.17422785898367246,232.608619,24238171465603.473,18109688185186.617
9,260.8110628141794,260.9069000357443,233.17998339913328,0.24912809503764405,232.976554,32313379722136.46,25879468465626.21
8,217.95486222872893,218.0695347111655,213.7206598324793,0.2062928833057215,213.603736,18774874938964.17,18058479350022.473
5,506.7352919621936,506.7846249838383,439.0214083280409,0.22628710089079931,438.895775,109601477826217.89,82477331770073.73
6,321.812888395204,321.8905639146075,282.7009129640809,0.21838488427664796,282.495812,43017003365678.96,33271528472472.594
5,183.19450172745033,183.33091791394273,152.16026809079113,0.14590593552935435,152.118187,9436708677684.855,6531171241779.993
8,350.4213840987611,350.4927195159572,313.82590227684045,0.3925260120135002,313.950856,91068222698817.22,73183317283751.67
10,287.7320591376797,287.81893241343454,282.3519026969642,0.3670038340396841,282.194088,57641194469020.68,55524147117536.34
6,208.9343678450185,209.05398840203338,174.64034693072904,0.3317030032440655,174.700979,27648324221003.676,19376763288666.023
8,199.48306751905227,199.60835209682676,186.72987969698858,0.3290782905600954,186.438645,25025826623975.797,21953292340037.848
5,266.3630180481423,266.4568583912131,215.9803842465468,0.2308738811798727,215.83481,31243437891653.805,20616443906791.6
6,215.0608402207271,215.1770549952878,192.96249119433062,0.2937549064109288,192.802577,25956531323834.49,20935493755162.977
5,259.61344342118264,259.70972258466486,209.6498193239416,0.2144637926181087,209.521592,27600348212721.742,18065312671999.47
7,151.88998350956504,152.05448724235646,133.65361981810983,0.08397816954962031,133.529554,3763709459409.7656,2920574432526.7715
9,220.55413570414063,220.6674574471743,199.11604552980296,0.3004778627547525,199.097227,27906623745723.664,22785421682632.305
5,248.64682964198252,248.74735353568906,216.46075908871896,0.14457858089677927,216.304947,17138292567156.426,13018994288070.775
5,193.43163717686713,193.56083865524855,168.6614438387178,0.12343241986860304,168.576022,8904811736923.303,6786259039355.722
5,290.7636190317741,290.8495868184355,249.81944161631364,0.2541335244785336,249.475817,40883496835196.04,30260205099454.344
5,211.201567963855,211.31990514476118,181.8555297387385,0.18273703429525137,181.653747,15640738197445.383,11625680461245.29
8,252.87938977333096,252.97823181477938,228.1746601430847,0.4020810784815195,276.278549,48849803529861.914,39843116448451.77
7,239.49006211715124,239.59442784187814,210.99895010288182,0.17353894324382232,210.855556,19066651912078.043,14831686280979.096
6,377.92172540830404,377.987870884225,316.3596804120531,0.31306151376231695,316.322871,84535817320169.16,59423819180164.04
10,270.4189930853721,270.5114264154225,242.45642328493992,0.20593959299242254,231.991739,28745271204291.42,23151493373658.53
13,560.2427601178942,560.287381853738,522.6363271875025,0.3918420723245529,522.1618,230471331435718.72,200794592337452.78
8,225.0214589917482,225.13253209337608,198.65909457843543,0.43912484914070954,198.497931,42297176091628.71,33039048242636.414
22,346.7125908393175,346.78468917544785,327.5487010620737,0.41967287357982047,327.56432,95277666603838.05,85122247196048.88
5,184.75719331343933,184.89245652827373,156.86496865996497,0.07377775675821002,156.844551,4881462295400.182,3528652798683.147
6,317.4188281640645,317.49757868848053,269.00769147193125,0.24877266440678109,269.02913,47630753554048.01,34309166526100.316
5,246.34480532043568,246.44626819727532,202.3402116749201,0.1833704321171609,202.078344,21296283194679.914,14415575863180.078
6,262.9829322789989,263.07797830692806,221.85023363565375,0.2306493603228735,221.872201,30432893134721.984,21721259850327.68
17,380.50580273152275,380.5714990804757,371.62762728190177,0.31343792404806253,370.977337,85787535106696.02,81865317327786.66
5,381.89426526171053,381.95972279781245,339.71945118135824,0.12438201886119728,306.706626,34569494551444.848,27411366619301.117
6,621.9950718413544,622.0352637872966,534.6458967672501,0.5875497546795007,534.31334,423794516518168.8,313930440581750.25
6,205.05970230385137,205.18158179754863,177.32824807592175,0.23440654671776923,177.222915,18882904199893.652,14155694212124.178
6,315.8459688452337,315.92511143589763,329.44149643229156,0.22040627523439954,329.480189,41830466094952.914,45475539673029.55
6,170.26600128520778,170.41276710873035,145.7914466641272,0.1641411460891622,145.656803,9172812803350.209,6743343700149.642
5,551.4245664048719,551.4699016581059,457.3815767908519,0.315282099254017,436.439375,180026230447767.9,124268239755877.72
10,267.9794038577236,268.0726783764823,244.28003227871872,0.24685229388956256,243.986276,33789100436645.02,28122139141190.92
7,439.1189500375654,439.1758785294268,380.39129482775843,0.45275276246209734,380.142423,164077956544278.47,123438867885063.64
5,193.04249099073857,193.17195274653454,174.9872873415981,0.23715505136310502,174.914388,16946408222618.994,13947799376389.568
5,279.03919256154154,279.12877133215244,230.35289992756975,0.19790935214744146,230.110468,29407798994704.785,20107518862535.992
6,130.5285689964881,130.71995763566844,110.94884751317353,0.14047453377767277,110.898326,4641079410104.279,3362438226308.4194
5,273.13523844494586,273.226752863583,238.799828786536,0.3959862036250588,238.755657,56056843927400.09,42950157328944.2
12,240.49740580420627,240.60133457350787,231.8303896809707,0.27093720912190317,230.966636,29901440814481.375,27802760460177.473
6,367.0102623786936,367.07837404466846,348.3297785654529,0.1467259352219561,347.929129,37634560951683.91,33931930151343.598
6,287.42594028912725,287.51290606003926,291.70306762913947,0.39455419447957224,291.398725,61798274271434.836,63634646033244.32
5,241.27612477007995,241.37971825335117,197.1233021564532,0.18991791960188337,196.907042,21159562302446.97,14172390299781.707
9,197.17329921340038,197.30005048832885,178.0305417350991,0.2988204136216033,168.376012,22224541950149.73,18150324836228.957
9,302.5905615816583,302.6731701989843,271.1169219388093,0.1728567782068648,270.869746,30196913186268.43,24287907019727.09
6,341.4662782085603,341.53948403311426,305.831632041512,0.23649701274167426,305.75714,52357276960999.34,42080958329769.51
6,185.15384392044515,185.28881757547205,181.11288918304507,0.17930256293541957,180.974412,11822993306105.262,11316842204154.373
7,514.720180449959,514.7687482379232,443.3343295633991,0.5203033462525948,443.262524,258078049583276.2,191926369817684.94
5,182.1026616949353,182.23989518318993,150.94743815763792,0.1726385548460323,150.817334,11018208275528.963,7595029196356.032
5,472.14864623695644,472.2015926946781,391.5327466124531,0.6519876449937941,412.346295,271995984090035.3,187619999037724.12
6,307.47714135938486,307.5584374692705,273.76776876182777,0.2482904728136083,273.418363,44632874459461.54,35454954372710.29
7,257.7453436214749,257.84232034045954,229.1694963813598,0.16037692669263845,277.297368,20397373755563.043,16157403351836.63
5,215.9465379873391,216.06227636660057,179.40841952257801,0.7036378723000702,179.271006,62206263774145.56,43076484678728.695
7,298.71008189061706,298.7937633604476,256.38098562898756,0.20707688817117828,256.128664,35205514065453.195,26003704885511.613
8,257.9579373229588,258.0548341494798,228.30201764127276,0.11480576367364911,228.142408,14666815918925.65,11512214337239.03
13,382.7285751206199,382.79388999024,367.12051301217156,0.23207405474095438,366.810059,64426670891328.89,59322451430134.2
7,360.4848442811387,360.55418865462764,327.34278821111957,0.25744399182476885,327.221758,63412551083541.61,52377238759641.79
12,435.11374199200986,435.1711944399461,411.82513812995603,0.28481987942560844,411.517956,101779264746212.97,91265113889211.7
6,186.44191713736973,186.57595897075763,156.66032884950232,0.14125649087305778,156.506326,9462545620531.0,6701070595461.66
7,408.4137141072397,408.4749219607859,352.43488557875935,0.25112268802317356,352.040877,79240254928021.61,59160178145045.484
5,196.4306637301444,196.55789389761244,159.1130607618445,0.2195864609616909,158.887742,16252436142938.553,10702056918123.129
7,302.38468202310804,302.4673468694037,273.77140012849645,0.13846338155240714,273.738849,24202391719886.152,19872841735496.52
5,239.12823157128113,239.23275514529413,195.6462438610195,0.3385091533965674,195.292964,36866737007895.375,24764542219294.88
6,281.31288899679186,281.4017439813075,248.78607302550552,0.26844289249184755,248.804764,40427801232785.33,31687399448985.16
8,256.27203728824134,256.3695713142762,227.8251964232074,0.16601777697618897,220.408195,20869938861860.465,16526862918947.86
6,176.514187438985,176.6557623380713,154.84626815306598,0.15545497263534425,154.72126,9335275641842.383,7200288011348.725
9,526.9832304461559,527.0306681507881,486.9958801029726,0.33977830227741973,486.931639,177220742235828.1,151558128168217.6
17,319.7867265012101,319.8648940511599,321.42540594953124,0.31680715164518336,321.105568,61426650261229.73,62052223322889.79
6,253.8484955448361,253.94696038814223,220.35528728957854,0.23183840702342945,220.183061,28517855086148.07,21541539018856.965
6,282.9987297534682,283.0870555890476,244.85130007219487,0.1728213256403438,244.801989,26438418967402.09,19840702779594.83
7,240.00239043634153,240.10653347037044,209.05745079768107,0.2944844528329991,208.752124,32344281273790.656,24600037113860.457
7,354.69777666744335,354.7682522053341,315.9690420649966,0.2871765396002292,315.776839,68436929413245.49,54418338122841.39
7,232.27773136479138,232.38533621546387,202.10910943762192,0.14354544578117953,201.919919,14867184013387.572,11282688721411.355
7,305.8821560355214,305.9638759411625,274.8510597354038,0.3296759474168163,274.629594,58509162904315.93,47328849996191.6
10,566.3515080666874,566.3956485438524,526.0581301132294,0.4157863806278096,525.688093,249753037752968.72,215737295331177.44
7,163.96928419083383,164.12168095061185,141.7428227649803,0.18431783357564918,141.693843,9549278355397.604,7153819327528.539
7,704.6544679648589,704.6899454532031,625.6866110598621,0.3632964689035498,625.035542,336982065759857.7,266205433666422.88
5,409.10965104586734,409.17075479421953,340.25680092258625,0.16020104740023844,340.086029,50922229347046.195,35338154719073.22
6,368.5150743047104,368.5829078915709,346.61085965847144,0.25961766175753564,346.236521,66797899188002.69,59156780094654.49
5,393.9917899929012,394.05523798296394,319.27789344895984,0.4298458072322088,318.9707,125703001579555.81,82858267493533.34
6,102.01397161783036,102.25874243918463,90.11600493744132,0.23831990164179415,90.046409,4807929157841.703,3759754636008.596
7,283.03811499042416,283.1264285391468,245.28936238615762,0.208025809252088,245.13932,31781781605712.203,23928829252179.86
6,894.1244295128845,894.1523893899413,752.3812083549827,0.45303141074396724,760.942699,672703052517644.4,477632099952478.06
6,431.6285818331817,431.6864981156159,397.0665503171759,0.4414001630494435,397.029111,154635023327015.03,131055726712918.39
6,123.31951773853419,123.52207679303585,110.4024073902769,0.3869782451646097,110.276515,11323689629328.867,9092967707059.773
6,269.56643644810737,269.659162016297,250.3313801083958,0.2909907238098123,250.008516,40241802221968.25,34748740780007.09
7,280.0762780449748,280.16552522308314,239.40889782301008,0.42963119857488696,239.493659,63876166789920.375,46801875759057.28
7,613.5023582055554,613.543106491938,556.3865526279936,0.21485408720721877,515.604139,152088212088531.44,125304850998693.06
5,244.44460805032193,244.54685932327064,199.8475606916007,0.17071531710254478,199.610136,19536449090460.535,13102724779317.102
6,217.32974479287242,217.44474693984918,184.36278484838977,0.15941856418359673,184.37459,14457882100821.64,10433522393609.037
6,305.58474701166205,305.66654642957167,305.76677802206456,0.3075826311840897,305.38528,54516189512725.62,54580586614221.766
5,372.64123163824934,372.7083142577737,343.5120567210801,0.521354478713354,343.288258,136288748077866.61,115981928845629.53
5,344.600651682633,344.67319179201525,279.37960535918563,0.34597210742604645,279.174342,77733220368604.81,51282125500129.05
15,389.4976060221893,389.5617859813981,366.1970045274116,0.45822190561400233,365.906235,130914132375912.4,115846584422326.55
7,386.4873500952015,386.55202985317624,364.0444354525529,0.1901032073120566,410.445722,53901883617889.46,47873822668527.05
14,464.3008099974505,464.35465127883515,448.5116013191797,0.49363441581381057,448.062278,199648633912139.16,186415246743242.44
5,191.26535181626136,191.39601564661223,165.884650411773,0.18826503408956036,165.724996,13234172720271.182,9979180673960.928
7,335.0382554803982,335.1128655174978,330.0289995531321,0.32861893092945854,329.621125,69859694163247.95,67804295180013.9
5,233.7887750632931,233.89568475197453,206.45620108681683,0.16525033645682058,206.404845,17316063480764.006,13532261562300.568
5,91.64965290378866,91.92202607310686,80.32011022555996,0.1525101270550848,80.222557,2497426038801.928,1922514496095.2275
5,497.1406396523638,497.19092468986344,432.41077362331083,0.31119485688772996,432.070599,144711612082554.38,109752482554611.75
6,438.1153598389248,438.17241871983515,394.17356883603605,0.4610804015963635,384.291153,166312859309372.25,134876762119851.06
5,326.0735327835111,326.1501935947908,262.770990103136,0.2707203586760054,262.469896,54631637152771.52,35613194208594.305
9,422.49239710133037,422.55156562060944,385.5748345724406,0.17158658286543343,385.333075,58100044775670.336,48467785150513.24
7,302.6294175789094,302.71201559262545,263.5148557037809,0.3130783103587105,263.478199,54422963666662.06,41364166772132.89
7,223.92525133516403,224.03686791578832,191.49448790713313,0.3498930490138894,191.517378,33443938386916.78,24524580611620.31
8,274.06611308538305,274.1573167758431,254.08972507110929,0.31581931804990215,253.905245,45100203826506.96,38816632365996.63
11,274.4655995992263,274.5566705861703,248.28116788737896,0.30832185194846984,247.974182,44166159973220.22,36204613528687.91
5,304.0987952496188,304.1809942653708,270.89689696794164,0.39001288251928545,270.669034,68318707454290.02,54325140292175.62
9,376.6893121324724,376.7556739782896,339.93055180017524,0.28396966392336326,348.431502,76251116906675.05,62207775473805.53
5,298.15661363462397,298.2404503987788,259.34364453455544,0.49457093892039944,259.187739,83136148031875.5,63055072893404.43
9,224.55815843500025,224.66946058536453,204.30082130456142,0.16193630752419935,204.065573,15668654502934.635,12989960624800.506
12,282.1667823393613,282.2553685153721,257.4456175606808,0.2177510711876447,257.037464,33051655803046.445,27557726607081.203
14,358.7852632580834,358.8549360551868,349.6596725989996,0.6565648931907638,349.314749,158889948724665.28,150979029185020.22
6,502.40161195164205,502.45137047440556,429.9047650999007,0.41353773619045125,479.739844,195863492553771.2,143812385098199.53
7,366.35704842029196,366.4252815066506,315.27835263501805,0.3579681334134049,422.877015,90778522784904.28,67408653077676.35
9,275.86325126559467,275.9538609964075,257.4783468812559,0.2576976479992814,257.263611,37346607349314.15,32573827924915.438
5,253.7448045725534,253.84330963719196,246.37917103686206,0.2642360588216234,246.120281,32439869608418.043,30599561815775.867
7,392.4800605210828,392.5437528564591,388.78753336946295,0.22428061282009049,369.818514,65467014438098.6,64251637352269.67
7,482.74583680409324,482.79762111228786,436.5426852720719,0.2679989696346059,436.078886,117729420091447.27,96445070471969.7
5,258.1903805681298,258.28719019323376,221.56652011155143,0.10216801693127012,221.416522,13088519233783.05,9663992652888.504
5,251.38600237957615,251.4854313720464,223.255810591527,0.23667950190697917,223.259108,28550960188332.316,22564984317554.695
6,168.82189785975808,168.96991802380268,142.62531598617102,0.244781028981369,142.788229,13404253226820.254,9594699366775.139
8,270.7698628044031,270.8621763980997,256.11786025189207,0.2481846646200572,256.066113,34674731042449.227,31053741413120.535
13,226.7479773622844,226.85820513679252,218.97143297607153,0.2197121937160841,218.67179,21615852805316.418,20170748582654.926
5,341.88574222681814,341.95885825341963,283.86614932745715,0.264047466715095,283.594022,58542348166953.72,40490415283928.33
12,244.94646017530044,245.04850204073898,234.71288838277908,0.195851736518811,234.409819,22477771789952.793,20654027552948.684
7,408.00914430567815,408.0704128420139,351.68825105506596,0.5349758270514237,351.45407,167348582739779.84,124663967631740.33
7,333.23077508716676,333.30578972648215,291.7374918139144,0.1852896066139382,291.664158,39166235644533.68,30089463804900.85
6,313.1198984529666,313.19972989642906,274.60171970142835,0.2204577938261716,274.352491,41127273904989.66,31703888324265.387
5,392.53540362405136,392.59908698097723,332.70112602459216,0.614291389815633,332.818316,177764689203718.88,128076374762513.92
5,246.23801766325442,246.33952452403818,245.20957810071616,0.1689210484906595,224.959455,19615134375929.844,19453006060063.746
9,331.66823008627523,331.7435980521137,293.8567909676019,0.3777856422004373,293.800549,78621751953148.8,61848834973624.55
6,355.29555451421726,355.3659115018844,305.35721379103313,0.19892400837551502,338.196681,47717663623136.14,35340138157285.016
5,371.50015411420316,371.56744274340923,304.0533407383991,0.24765621503194213,303.851055,64774461266932.59,43542453133625.05
9,436.7028732399455,436.7601166498882,428.94602604124475,0.49753392705895183,428.866197,178196337986988.6,171976881120828.66
